email,type_contact,priority,department_code,commune,category,organization,source_url,source_name,query
mje@dignelesbains.fr,info_jeunes_pij,1-coeur-cible,04,Digne-les-Bains,PIJ information jeunesse,Bureau information jeunesse - Digne-les-Bains,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/75a80d7e-5ed8-4a1a-a177-0c433370d0fe,Annuaire de l'administration Service-public.fr,info_jeunes_pij
oxyjeunes2012@gmail.com,info_jeunes_pij,1-coeur-cible,04,Forcalquier,PIJ information jeunesse,Point information jeunesse - Forcalquier,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/0e332163-783c-4893-a096-7d6536c894c1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@mairie-saintetulle.fr,info_jeunes_pij,1-coeur-cible,04,Sainte-Tulle,PIJ information jeunesse,Point information jeunesse - Sainte-Tulle,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/931c80d5-2ed1-455e-9ddc-31b45278b51b,Annuaire de l'administration Service-public.fr,info_jeunes_pij
polejeunes@sisteron.fr,info_jeunes_pij,1-coeur-cible,04,Sisteron,PIJ information jeunesse,Point information jeunesse - Sisteron,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-de-haute-provence/2b9a7ef6-29f8-46ee-ad03-2b0f4b4c209a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@ville-gap.fr,info_jeunes_pij,1-coeur-cible,05,Gap,PIJ information jeunesse,Bureau information jeunesse - Gap,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/hautes-alpes/b1ad0c5a-0d19-4e56-a468-bd6fe0c72894,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij.ccsb@sisteronais-buech.fr,info_jeunes_pij,1-coeur-cible,05,Serres,PIJ information jeunesse,Point information jeunesse - Serres,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/hautes-alpes/e363ec09-79ae-4264-8645-28651a928370,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil.bij@ville-antibes.fr,info_jeunes_pij,1-coeur-cible,06,Antibes,PIJ information jeunesse,Bureau information jeunesse - Antibes,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/97202c0c-73f3-4fa8-b228-317622a294f3,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espaceinfojeunes06@gmail.com,info_jeunes_pij,1-coeur-cible,06,Cagnes-sur-Mer,PIJ information jeunesse,Bureau information jeunesse - Cagnes-sur-Mer,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/67ca4939-7d0e-4e4f-ad72-f825488db17f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@ville-cannes.fr,info_jeunes_pij,1-coeur-cible,06,Cannes,PIJ information jeunesse,Bureau information jeunesse - Cannes,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/1c7e832e-0299-41e2-bcbd-6fd0e87bb293,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij.capdail@sivom-villefranche.org,info_jeunes_pij,1-coeur-cible,06,Cap-d'Ail,PIJ information jeunesse,Bureau information jeunesse - Cap-d'Ail,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/65992089-853c-41c4-8210-4e281db3d2dd,Annuaire de l'administration Service-public.fr,info_jeunes_pij
lapasserelle@parimixcite.org,info_jeunes_pij,1-coeur-cible,06,Carros,PIJ information jeunesse,Point information jeunesse - Carros,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/60c4fbae-5f28-4b52-80af-294389b94126,Annuaire de l'administration Service-public.fr,info_jeunes_pij
alexandra.verde@ufcv.fr,info_jeunes_pij,1-coeur-cible,06,Guillaumes,PIJ information jeunesse,Point information jeunesse - Guillaumes,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/d96e62cf-a5a3-4dd1-94a1-70f7698f22d6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espacejeune-lacolle@orange.fr,info_jeunes_pij,1-coeur-cible,06,La Colle-sur-Loup,PIJ information jeunesse,Point information jeunesse - La Colle-sur-Loup,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/fabc167a-8b7b-45c7-a2ab-8b0e0dbc26e7,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bijtrinite@svdb.fr,info_jeunes_pij,1-coeur-cible,06,La Trinité,PIJ information jeunesse,Bureau information jeunesse - La Trinité,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/656e1def-a9a5-4360-b7de-88a7a550b284,Annuaire de l'administration Service-public.fr,info_jeunes_pij
aej@mairie-le-cannet.fr,info_jeunes_pij,1-coeur-cible,06,Le Cannet,PIJ information jeunesse,Bureau information jeunesse - Le Cannet,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/91edb80b-d25b-48d3-a9d9-ba32fcd72108,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@ville-menton.fr,info_jeunes_pij,1-coeur-cible,06,Menton,PIJ information jeunesse,Bureau information jeunesse - Menton,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/5619603b-01d8-4e30-b050-4b59b08d66d0,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@cap-jeunesse.fr,info_jeunes_pij,1-coeur-cible,06,Nice,PIJ information jeunesse,Bureau information jeunesse - Nice,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/0bb0e74f-d423-4ced-a019-82a56990f441,Annuaire de l'administration Service-public.fr,info_jeunes_pij
evs@lasemeuse.asso.fr,info_jeunes_pij,1-coeur-cible,06,Nice,PIJ information jeunesse,Point information jeunesse - Nice - La Semeuse,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/b9e5c8e8-17f6-4638-bb70-fbc4e4a75e33,Annuaire de l'administration Service-public.fr,info_jeunes_pij
laruche@lasemeuse.asso.fr,info_jeunes_pij,1-coeur-cible,06,Nice,PIJ information jeunesse,Point information jeunesse - Nice - La Ruche,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/4c0dc7cd-6cb2-40f4-b603-240b0832e6d1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
emj@mairiercm.fr,info_jeunes_pij,1-coeur-cible,06,Roquebrune-Cap-Martin,PIJ information jeunesse,Point information jeunesse - Roquebrune-Cap-Martin,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/da99fa43-a962-4103-8ca6-a16306f14f20,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij@agasc.fr,info_jeunes_pij,1-coeur-cible,06,Saint-Laurent-du-Var,PIJ information jeunesse,Bureau information jeunesse - Saint-Laurent-du-Var,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/e512b36f-5759-4e3c-a847-c243d66b8f00,Annuaire de l'administration Service-public.fr,info_jeunes_pij
information.jeunesse@vallauris.fr,info_jeunes_pij,1-coeur-cible,06,Vallauris,PIJ information jeunesse,Point information jeunesse - Vallauris,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/ddf508fa-1e4a-4001-ba51-8aa4c1b4972f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
amandine.raya@villeneuveloubet.fr,info_jeunes_pij,1-coeur-cible,06,Villeneuve-Loubet,PIJ information jeunesse,Bureau information jeunesse - Villeneuve-Loubet,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/alpes-maritimes/419d171b-c594-4c2d-b978-21e88cd41650,Annuaire de l'administration Service-public.fr,info_jeunes_pij
infosjeunes@annonay.fr,info_jeunes_pij,1-coeur-cible,07,Annonay,PIJ information jeunesse,Espace Info Jeunes - Annonay,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/ardeche/be6b8b84-600d-45d8-95d2-76a9b03fd83c,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@mlam.fr,info_jeunes_pij,1-coeur-cible,07,Aubenas,PIJ information jeunesse,Point information jeunesse - Aubenas,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/ardeche/8c22ddce-8e09-4cb7-99c8-4e3a44951721,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ccdraga.fr,info_jeunes_pij,1-coeur-cible,07,Bourg-Saint-Andéol,PIJ information jeunesse,Point information jeunesse - Bourg-Saint-Andéol,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/ardeche/96a4ab90-7494-4ce4-85da-dde31792ee6c,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeremy.mandon@inforoutes.fr,info_jeunes_pij,1-coeur-cible,07,Saint-Agrève,PIJ information jeunesse,Point information jeunesse - Saint-Agrève,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/ardeche/336a7cdb-8b1a-43d2-90de-61e41dbce8c7,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@le-centre.net,info_jeunes_pij,1-coeur-cible,07,Tournon-sur-Rhône,PIJ information jeunesse,Point information jeunesse - Tournon-sur-Rhône,https://lannuaire.service-public.gouv.fr/auvergne-rhone-alpes/ardeche/4b5e87eb-1feb-4e9c-8511-d12ba23dcffd,Annuaire de l'administration Service-public.fr,info_jeunes_pij
csc.alliancefranceservice@orange.fr,info_jeunes_pij,1-coeur-cible,08,Givet,PIJ information jeunesse,Point information jeunesse - Givet,https://lannuaire.service-public.gouv.fr/grand-est/ardennes/0c794e77-ea1c-4354-bc6a-21a49d77edf5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@maisonthierache.fr,info_jeunes_pij,1-coeur-cible,08,Liart,PIJ information jeunesse,Point information jeunesse - Liart,https://lannuaire.service-public.gouv.fr/grand-est/ardennes/c339301b-3d7f-47ca-94d9-b28b6f9ebed5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
a.r.e.l@wanadoo.fr,info_jeunes_pij,1-coeur-cible,08,Revin,PIJ information jeunesse,Point information jeunesse - Revin,https://lannuaire.service-public.gouv.fr/grand-est/ardennes/0558d96e-322a-416f-ba9e-cd0b11c9fa3a,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij09.foix@crij.org,info_jeunes_pij,1-coeur-cible,09,Foix,PIJ information jeunesse,Bureau information jeunesse - Foix,https://lannuaire.service-public.gouv.fr/occitanie/ariege/23317c30-45fb-4c9d-8718-6563077cbeee,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace.accueil.infos@ville-pamiers.fr,info_jeunes_pij,1-coeur-cible,09,Pamiers,PIJ information jeunesse,Point information jeunesse - Pamiers,https://lannuaire.service-public.gouv.fr/occitanie/ariege/465e37fa-a22f-47c2-82c0-48d8eb7fa50f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-st-girons.fr,info_jeunes_pij,1-coeur-cible,09,Saint-Girons Cedex,PIJ information jeunesse,Point information jeunesse - Saint-Girons,https://lannuaire.service-public.gouv.fr/occitanie/ariege/9305846a-4bde-4bcb-bd1a-9dbb3b571cfc,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@mjctarascon.fr,info_jeunes_pij,1-coeur-cible,09,Tarascon-sur-Ariège,PIJ information jeunesse,Point information jeunesse - Tarascon-sur-Ariège,https://lannuaire.service-public.gouv.fr/occitanie/ariege/6360667b-8a58-45a7-b2c1-704c79b94668,Annuaire de l'administration Service-public.fr,info_jeunes_pij
mlangry@mairie-romilly-sur-seine.fr,info_jeunes_pij,1-coeur-cible,10,Romilly-sur-Seine,PIJ information jeunesse,Point information jeunesse - Romilly-sur-Seine,https://lannuaire.service-public.gouv.fr/grand-est/aube/d22ad5be-0c22-44a7-9ac6-ff88b36002b6,Annuaire de l'administration Service-public.fr,info_jeunes_pij
mptcs.vendeuvre@wanadoo.fr,info_jeunes_pij,1-coeur-cible,10,Vendeuvre-sur-Barse,PIJ information jeunesse,Point information jeunesse - Vendeuvre-sur-Barse,https://lannuaire.service-public.gouv.fr/grand-est/aube/8914639e-4a8d-4c36-ae58-49b39f109880,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij.escande@carcassonne-agglo-solidarite.fr,info_jeunes_pij,1-coeur-cible,11,Alzonne,PIJ information jeunesse,Point information jeunesse - Alzonne,https://lannuaire.service-public.gouv.fr/occitanie/aude/3c408381-0443-42b8-974b-de73fbb4dd86,Annuaire de l'administration Service-public.fr,info_jeunes_pij
infojeunesaude@acticity.com,info_jeunes_pij,1-coeur-cible,11,Carcassonne,PIJ information jeunesse,Centre information jeunesse - Carcassonne - Acti City,https://lannuaire.service-public.gouv.fr/occitanie/aude/f4dbf8c9-c83a-421f-acfd-4241da98bda3,Annuaire de l'administration Service-public.fr,info_jeunes_pij
jeunesse@mairie-carcassonne.fr,info_jeunes_pij,1-coeur-cible,11,Carcassonne,PIJ information jeunesse,Point information jeunesse - Carcassonne,https://lannuaire.service-public.gouv.fr/occitanie/aude/4ce2ab55-dff9-41e0-8e7a-de769d87e97f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij.max-savy@carcassonne-agglo-solidarite.fr,info_jeunes_pij,1-coeur-cible,11,Carcassonne,PIJ information jeunesse,Point information jeunesse - Carcassonne,https://lannuaire.service-public.gouv.fr/occitanie/aude/4d089357-c10c-48ce-9ddb-be2770052c1b,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ville-castelnaudary.fr,info_jeunes_pij,1-coeur-cible,11,Castelnaudary,PIJ information jeunesse,Point information jeunesse - Castelnaudary,https://lannuaire.service-public.gouv.fr/occitanie/aude/9e8814b9-df1b-4a17-8b71-b102dcc3eff5,Annuaire de l'administration Service-public.fr,info_jeunes_pij
coursan.mjc@wanadoo.fr,info_jeunes_pij,1-coeur-cible,11,Coursan,PIJ information jeunesse,Point information jeunesse - Coursan,https://lannuaire.service-public.gouv.fr/occitanie/aude/6aa5ec31-aa5c-4ec3-8165-3f11f571bb0b,Annuaire de l'administration Service-public.fr,info_jeunes_pij
sports@limoux.fr,info_jeunes_pij,1-coeur-cible,11,Limoux,PIJ information jeunesse,Point information jeunesse - Limoux,https://lannuaire.service-public.gouv.fr/occitanie/aude/ca9ed727-6941-439b-a3cf-f1ef1021cae9,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@mjc-lezignan-corbieres.com,info_jeunes_pij,1-coeur-cible,11,Lézignan-Corbières,PIJ information jeunesse,Point information jeunesse - Lézignan-Corbières,https://lannuaire.service-public.gouv.fr/occitanie/aude/3fc07ab4-a8e0-4f30-9073-907b9dd938b4,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil@energiespiege.org,info_jeunes_pij,1-coeur-cible,11,Salles-sur-l'Hers,PIJ information jeunesse,Point information jeunesse - Salles-sur-l'Hers,https://lannuaire.service-public.gouv.fr/occitanie/aude/2a4d27ef-f3ce-45a2-aadd-587f642cce9d,Annuaire de l'administration Service-public.fr,info_jeunes_pij
sigeanpij@gmail.com,info_jeunes_pij,1-coeur-cible,11,Sigean,PIJ information jeunesse,Point information jeunesse - Sigean,https://lannuaire.service-public.gouv.fr/occitanie/aude/a866b4f2-4922-4a04-a072-c846ed331a12,Annuaire de l'administration Service-public.fr,info_jeunes_pij
espace-emploi.bozouls@eef-aveyron.fr,info_jeunes_pij,1-coeur-cible,12,Bozouls,PIJ information jeunesse,Point information jeunesse - Bozouls,https://lannuaire.service-public.gouv.fr/occitanie/aveyron/37963c98-6008-4a49-8264-f4eb06a3b0a8,Annuaire de l'administration Service-public.fr,info_jeunes_pij
eef.espalion@gmail.com,info_jeunes_pij,1-coeur-cible,12,Espalion,PIJ information jeunesse,Point information jeunesse - Espalion,https://lannuaire.service-public.gouv.fr/occitanie/aveyron/02450459-dbe2-4721-b674-52e27f5e61cc,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@villagedouze.fr,info_jeunes_pij,1-coeur-cible,12,Villefranche-de-Rouergue,PIJ information jeunesse,Point information jeunesse - Villefranche-de-Rouergue,https://lannuaire.service-public.gouv.fr/occitanie/aveyron/c13e902f-2f80-46a0-8ed9-bb789c7a4595,Annuaire de l'administration Service-public.fr,info_jeunes_pij
lereperejeunesse@mairie-aixenprovence.fr,info_jeunes_pij,1-coeur-cible,13,Aix-en-Provence,PIJ information jeunesse,Centre information famille - Aix-en-Provence,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/f01f6c80-09dc-4c92-8328-8a4b8f64ccff,Annuaire de l'administration Service-public.fr,info_jeunes_pij
t.dalmasso@allauch.com,info_jeunes_pij,1-coeur-cible,13,Allauch,PIJ information jeunesse,Point information jeunesse - Allauch,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/03a04ac2-84e4-4247-ab80-df8cc1d0a9d2,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@aubagne.fr,info_jeunes_pij,1-coeur-cible,13,Aubagne,PIJ information jeunesse,Point information jeunesse - Aubagne,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/1c264835-f078-4077-84e3-8d18c5294149,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@mairie-auriol.fr,info_jeunes_pij,1-coeur-cible,13,Auriol,PIJ information jeunesse,Point information jeunesse - Auriol,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/bccb2947-4704-4c8a-b834-d200245336f3,Annuaire de l'administration Service-public.fr,info_jeunes_pij
emploi@boucbelair.fr,info_jeunes_pij,1-coeur-cible,13,Bouc-Bel-Air,PIJ information jeunesse,Point information jeunesse - Bouc-Bel-Air,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/afbb236e-1ea5-40dd-9f05-0bfea019d1cb,Annuaire de l'administration Service-public.fr,info_jeunes_pij
m.cassedanne@cassis.fr,info_jeunes_pij,1-coeur-cible,13,Cassis,PIJ information jeunesse,Point information jeunesse - Cassis,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/c9f93786-4dea-4b7b-963e-1f04dd06dc52,Annuaire de l'administration Service-public.fr,info_jeunes_pij
accueil@csapm.fr,info_jeunes_pij,1-coeur-cible,13,Entressen,PIJ information jeunesse,Bureau information jeunesse - Entressen,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/78ebae51-da40-40af-98ea-274e2a6bce54,Annuaire de l'administration Service-public.fr,info_jeunes_pij
sandy-prelat@ville-gardanne.fr,info_jeunes_pij,1-coeur-cible,13,Gardanne,PIJ information jeunesse,Point information jeunesse - Gardanne,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/82a41425-e947-4fce-901a-43130ca54694,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact@epj.fr,info_jeunes_pij,1-coeur-cible,13,Istres,PIJ information jeunesse,Point information jeunesse - Istres,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/691e9dbb-c6fa-4d99-954f-fc9080a659a8,Annuaire de l'administration Service-public.fr,info_jeunes_pij
ccas@ville-bouilladisse.com,info_jeunes_pij,1-coeur-cible,13,La Bouilladisse,PIJ information jeunesse,Point information jeunesse - La Bouilladisse,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/cde9ac96-52dc-42ee-9e5c-1dec7a66a7a0,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bij.ciotat@mairie-laciotat.fr,info_jeunes_pij,1-coeur-cible,13,La Ciotat,PIJ information jeunesse,Bureau information jeunesse - La Ciotat,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/9a616fbf-5609-48b2-89ce-038c7c59303d,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@ladestrousse.fr,info_jeunes_pij,1-coeur-cible,13,La Destrousse,PIJ information jeunesse,Point information jeunesse - La Destrousse,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/188c5548-58e3-49c5-9c0a-e23bf6d3a4dd,Annuaire de l'administration Service-public.fr,info_jeunes_pij
pij@lambesc.fr,info_jeunes_pij,1-coeur-cible,13,Lambesc,PIJ information jeunesse,Point information jeunesse - Lambesc,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/a856a536-d4f0-4a6b-945c-20341cf5025f,Annuaire de l'administration Service-public.fr,info_jeunes_pij
bonjour@crijpaca.fr,info_jeunes_pij,1-coeur-cible,13,Marseille,PIJ information jeunesse,Centre régional information jeunesse (CRIJ) - Provence-Alpes-Côte d'azur,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/b63fa2f4-3a81-4b7e-8671-38dbafd952c1,Annuaire de l'administration Service-public.fr,info_jeunes_pij
contact.tivoli@provence.ifac.asso.fr,info_jeunes_pij,1-coeur-cible,13,Marseille,PIJ information jeunesse,Point information jeunesse - Marseille 5e - Tivoli,https://lannuaire.service-public.gouv.fr/provence-alpes-cote-d-azur/bouches-du-rhone/2d5dfdcd-54ef-4b73-a33f-ccf533741a26,Annuaire de l'administration Service-public.fr,info_jeunes_pij
